Asset ID,Catalogue Number,Catalogue Description,User Defined Text Box1,UOMDescription,Total Quantity Reserved,Stock On Hand
130405,WIM0002393,Паронит маслобензостойкий Температура: 490 С Толщина: 4 мм Размер: 2м х 1.25м,3485,Kg,0.0000000,48.0000000
130406,WIM0002394,"Паста для притирки (разм 1200, 100гр)/ Pasta for grinding",4790,Each,0.0000000,8.0000000
130407,WIM0002395,"Паста для притирки (разм 2000, 100гр)/ Pasta for grinding",4791,Each,0.0000000,8.0000000
130408,WIM0002396,Паста для притирки клапанов (размер 1200х750),4785,Each,0.0000000,10.0000000
130409,WIM0002397,Паста для притирки клапанов (размер 600х750),4784,Each,0.0000000,8.0000000
130410,WIM0002398,Паста для притирки клапанов (размер F320 x 750мл),3610,Each,0.0000000,7.0000000
130411,WIM0002399,Паста для притирки клапанов (размер F400 x 750мл),3611,Each,0.0000000,10.0000000
130412,WIM0002400,Паста для притирки клапанов (размер F800 x 750мл),3613,Each,0.0000000,10.0000000
130413,WIM0002401,"Паста для протирки (размер #1000, 100гр",2843,Each,0.0000000,9.0000000
130414,WIM0002402,"Паста для протирки (размер #1500, 100гр)",2844,Each,0.0000000,8.0000000
130415,WIM0002403,"Паста для протирки (размер #600, 100гр)",2841,Each,0.0000000,8.0000000
130416,WIM0002404,"Паста для протирки (размер #800, 100гр)",2842,Each,0.0000000,9.0000000
130417,WIM0002405,"ПВХ трубка для печати к кабельному принтеру Т1000С - PROMARK: - ТВ502520, 2,5мм белая, 200м/упак – 1 Each - ТВ504020, 4,0 мм, белая, 200м/упак – 1 Each - ТВ506020, 6,0 мм, белая, 100м/упак – 1 Each",2455,Set,0.0000000,1.0000000
130418,WIM0002406,Перчатка (Краги защитные спилковые),3494,Pair,0.0000000,0.0000000
130429,WIM0002417,Смазочная масла Смазка Графитная Ж (УСсА ГОСТ 3333-80),3228,Kg,0.0000000,23.5000000
130430,WIM0002418,Тент из ткани парусина (х/б) 6x6,309,Each,0.0000000,0.0000000
130431,WIM0002419,"Усиленный шланг из ПВХ 3/4"", 15м",2873,Each,0.0000000,9.0000000
130432,WIM0002420,"Усиленный шланг из ПВХ2, 15м/Fabric Reinforced Flexible PVC with Threaded End",4799,Each,0.0000000,5.0000000
130433,WIM0002421,Фартук брезентовый,3495,Each,0.0000000,0.0000000
130434,WIM0002422,Фильтр FS1006,2089,Each,0.0000000,2.0000000
130435,WIM0002423,Фильтр LF670,2088,Each,0.0000000,0.0000000
130436,WIM0002424,"Формующая головка 1/8""x40/5/32""x32/3/16""x24/5/16""x18/3/8""x16/7/16""x141/2""x13/9/16""x125/8""x11/3/4""x107/8""x9/1""",4788,Each,0.0000000,2.0000000
130437,WIM0002425,"Холодная сварка Гладкая лента толщ от 0,2мм до 0,6мм шир от 10мм до 70мм гофрированная лента толщ от 0,2мм до 1,0 мм шир от8 мм до 40мм/Tape fum graph",4789,Kg,0.0000000,1.0000000
130441,WIM0002429,"Шланг для ремонта и эксплуатации 250 0С/12 бар/(1"")/15m /Flexible hoses for Utility stations",4801,Each,0.0000000,200.0000000
130442,WIM0002430,Eachанга изолируюшая оперативная ШОИ-10кв,158,Each,0.0000000,3.0000000
130443,WIM0002431,Eachанга изолируюшая оперативная ШОИ-35 кВ,159,Each,0.0000000,4.0000000
130446,WIM0002434,Graese Mobilith SHC 100 / Смазка,O0005217,Kg,0.0000000,79.0000000
130447,WIM0002435,Oil Mobil Delvac Modem 10W 40 CP /Масло,O0005215,Litr,0.0000000,200.0000000
130448,WIM0002436,Oil Mobil Glygoyle 150,O0005211,Litr,0.0000000,1863.5000000
130449,WIM0002437,Oil Mobil Glygoyle 30,O0005210,Litr,0.0000000,208.0000000
130450,WIM0002438,Oil Mobil Glygoyle 320,O0005209,Litr,0.0000000,121.0000000
130451,WIM0002439,Oil Mobil SHC 624,O0005212,Litr,0.0000000,208.0000000
130452,WIM0002440,Oil Mobil SHC 626,O0005213,Litr,15.0000000,176.6000000
130453,WIM0002441,Oil Mobil SHC 629,O0005208,Litr,0.0000000,208.0000000
130454,WIM0002442,Oil Mobil SHC 632 / Масло,O0005207,Litr,0.0000000,5616.0000000
130455,WIM0002443,Oil Mobilube 1 SHC 75W 90 / Масло,O0005214,Litr,0.0000000,620.0000000
130469,WIM0002457,"Домкрат гидравлический, на 2 тонны БeлАК БАК.00039",5176,Each,0.0000000,1.0000000
130472,WIM0002460,"SR-1509, Batch No: QC-LAB-MUN-1479, Antioxidant/Антиоксиданты (250ml)",O0005218,Bottle,0.0000000,1.0000000
130473,WIM0002461,"SR-1531, Batch No: QC-LAB-MUN-1490, Antioxidant/Антиоксиданты (250ml)",O0005219,Bottle,0.0000000,1.0000000
130479,WIM0002467,Пила поперечная,5157,Each,0.0000000,16.0000000
130480,WIM0002468,Полотно ножовочное,5159,Each,0.0000000,93.0000000
130481,WIM0002469,Сальниковая Набивка АГИ 10 х 10,5181,Kg,0.0000000,15.0000000
130482,WIM0002470,Сальниковая Набивка АГИ 12 х 12,5182,Kg,0.0000000,20.8000000
130483,WIM0002471,Сальниковая Набивка АГИ 14 х 14,5183,Kg,0.0000000,21.0000000
130484,WIM0002472,Сальниковая Набивка АГИ 16 х 16,5184,Kg,0.0000000,25.0000000
130485,WIM0002473,Сальниковая Набивка АГИ 6 х 6,5179,Kg,0.0000000,19.4000000
130486,WIM0002474,Сальниковая Набивка АГИ 8 х 8,5180,Kg,0.0000000,19.7800000
130487,WIM0002475,Смола эпоксидная Belzona 1111,5175,Kg,0.0000000,4.0000000
130491,WIM0002479,Электроды сварочные УОНИ 13/55 д 3 мм,5140,Tonn,0.0000000,0.8550000
130492,WIM0002480,Электроды сварочные УОНИ 13/55 д 4 мм,5139,Kg,0.0000000,1140.0000000
130496,WIM0002484,Литол 24,O0005237,Kg,0.0000000,0.0000000
130497,WIM0002485,1715 16 Point Analog Input Module каталожный №1715-IF16,4169,Each,0.0000000,2.0000000
130498,WIM0002486,1715 16 Point Digital Input Module каталожный №1715-IB16D,4167,Each,0.0000000,2.0000000
130499,WIM0002487,1715 16 Pt Duplex A/I Termination Assy каталожный №1715-TADIF16,4175,Each,0.0000000,1.0000000
130500,WIM0002488,1715 16 Pt Duplex D/I Termination Assy каталожный №1715-TADIB16D,4173,Each,0.0000000,1.0000000
130501,WIM0002489,1715 2 Slot Adaptor Base Unit каталожный №1715-A2A,4171,Each,0.0000000,1.0000000
130502,WIM0002490,1715 3 Slot Input/Output Base Unit каталожный №1715-A3IO,4172,Each,0.0000000,2.0000000
130503,WIM0002491,1715 8 Point Analog Output Module каталожный №1715-OF8I,4170,Each,0.0000000,1.0000000
130504,WIM0002492,1715 8 Point Digital Output Module каталожный №1715-OB8DE,4168,Each,0.0000000,4.0000000
130505,WIM0002493,1715 8 Pt Duplex A/O Termination Assy каталожный №1715-TADOF8,4176,Each,0.0000000,1.0000000
130506,WIM0002494,1715 8 Pt Duplex D/O Termination Assy каталожный №1715-TADOB8DE,4174,Each,0.0000000,1.0000000
130507,WIM0002495,1715 EtherNet/IP Comms Adaptor Module каталожный №1715-AENTR,4165,Each,0.0000000,1.0000000
130508,WIM0002496,2-PORT CLX HI-CAP ENET/IP MODULE - TP каталожный №1756-EN2TR,4159,Each,0.0000000,2.0000000
130509,WIM0002497,Connection Products каталожный №1492-TAIFM16-F-3,4177,Each,0.0000000,1.0000000
130510,WIM0002498,ControlLogix 1 m RM Fiber Optic Cable каталожный №1756-RMC1,4158,Each,0.0000000,1.0000000
130511,WIM0002499,ControlLogix 16 Point D/I Module каталожный №1756-IB16D,4160,Each,0.0000000,1.0000000
130512,WIM0002500,ControlLogix 16 Point D/O Module каталожный №1756-OB16E,4164,Each,0.0000000,1.0000000
130513,WIM0002501,ControlLogix 16 Point Digital Output каталожный №1756-OB16IEF,4162,Each,0.0000000,1.0000000
130514,WIM0002502,ControlLogix 16 Pt 24V DC D/O Module каталожный №1756-OB16D,4163,Each,0.0000000,2.0000000
130516,WIM0002504,ControlLogix 32 Pt 12/24V DC D/I Module каталожный №1756-IB32,4161,Each,0.0000000,1.0000000
130517,WIM0002505,ControlLogix 8 MB Controller каталожный №1756-L73,4155,Each,0.0000000,1.0000000
130518,WIM0002506,ControlLogix AC Redundant Power Supply каталожный №1756-PA75R,4153,Each,0.0000000,1.0000000
130519,WIM0002507,ControlLogix Redundancy Enhanced Module каталожный №1756-RM2,4157,Each,0.0000000,1.0000000
130520,WIM0002508,ControlLogix Redundant P S Adaptor каталожный №1756-PSCA2,4154,Each,0.0000000,1.0000000
130521,WIM0002509,MODBUS TCP/IP COMMUNICATION MODULE REMOT каталожный №MVI56E-MNETR,4152,Each,0.0000000,1.0000000
130522,WIM0002510,"Абразивные отрезные круги 180 x1.6 22,23 А 30 S BF 80.2",5188,Each,0.0000000,950.0000000
130523,WIM0002511,"Абразивные отрезные круги 230 x1,8*1,9 22,23 А 30 S BF 80.2",5186,Each,0.0000000,995.0000000
130524,WIM0002512,"Абразивный круг зачистной армированный Т27, 14А 125x6x22мм",O0005197,Each,0.0000000,1490.0000000
130525,WIM0002513,"Абразивный круг зачистной армированный Т27, 14А 180x6x22мм",O0005192,Each,0.0000000,1000.0000000
130526,WIM0002514,"Абразивный круг отрезной Т41, 14А 230x1.8x22мм",O0005194,Each,0.0000000,687.0000000
130527,WIM0002515,"Абразивный отрезной круг Т41 d 125*1,0*22мм",O0005193,Each,0.0000000,830.0000000
130528,WIM0002516,"Абразивный отрезной круг Т41 d 125*1,6*22мм",O0005196,Each,0.0000000,487.0000000
130535,WIM0002523,Шлифовальний круги 125x6.0 22.23 А 24 R BF 80.2,5187,Each,0.0000000,955.0000000
130537,WIM0002525,"Полуботинки GATOR со шнурком для ИТР ,ГОСТ 28507-99 UzTR.5-011:2017*",4188,Pair,1.0000000,22.0000000
130564,WIM0002552,Порошок Molykote Z-POWDER,O0005257,Kg,0.0000000,5.0000000
130565,WIM0002553,Картриджный фильтр,O0005256,Each,0.0000000,1468.0000000
130566,WIM0002554,Наждачная бумага от 20 мм до 40 мм. ,O0005258,Meter sq.,0.0000000,203.0000000
130568,WIM0002556,Наждачная бумага от 0 мм до 20мм,O0005274,Meter sq.,0.0000000,674.5000000
130569,WIM0002557,Наждачная бумага от 40 мм до 60мм.,O0005275,Meter sq.,0.0000000,173.0000000
130587,WIM0002575,Графитовый неармированный лист1500х1500х1 мм,O0005278,Each,0.0000000,22.0000000
130588,WIM0002576,Графитовый неармированный лист1500х1500х2 мм,O0005279,Each,0.0000000,9.0000000
130589,WIM0002577,Графитовый неармированный лист1500х1500х3 мм,O0005280,Each,0.0000000,9.0000000
130590,WIM0002578,"Графитовый неармированный лист1500х1500х1,5 мм",O0005281,Each,0.0000000,1.0000000
130591,WIM0002579,Графитовый армированный лист1500х1500х2 мм,O0005282,Each,0.0000000,8.0000000
130592,WIM0002580,Графитовый армированный лист1500х1500х3 мм,O0005283,Each,0.0000000,3.0000000
130593,WIM0002581,MemKare KL 2,O0005277,Kg,0.0000000,0.0000000
130594,WIM0002582,MemKare KL 12 светло-желтый,O0005276,Kg,0.0000000,0.0000000
130614,WIM0002602,Зажим для троса (каната) 12мм стальной,O0005293,Each,0.0000000,152.0000000
130615,WIM0002603,Коуш для троса 12мм,O0005294,Each,0.0000000,100.0000000
130616,WIM0002604,Карабин 12мм,O0005295,Each,0.0000000,41.0000000
130617,WIM0002605,Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,O0005305,Pair,0.0000000,0.0000000
168959,WIM0040947,Quloqchin( беруши),O0005328,Pair,0.0000000,414.0000000
168960,WIM0040948,Фильтр мембранный (коллоидныйиндекс SDI),O0005344,Each,0.0000000,1.0000000
168961,WIM0040949,"Диск для болгарки LA 41/115x6,4",O0005350,Each,0.0000000,338.0000000
168962,WIM0040950,BoilGard СТ 128,O0005347,Kg,0.0000000,88000.0000000
168963,WIM0040951,Болторез 750 мм,O0005356,Each,0.0000000,2.0000000
168964,WIM0040952,Щетка металлическая ЧАШКА с гайкой М14 80 мм,O0005352,Each,0.0000000,41.0000000
168965,WIM0040953,"Щетка-крацовка ""ЧАШКА""с гайкой М14100 мм, медная витая проволока",O0005353,Each,0.0000000,29.0000000
168970,WIM0040958,Пломба ELDA-1,O0005362,Each,0.0000000,4400.0000000
168972,WIM0040960,Вал насоса 110-PC-076 A/B,O0005368,Each,0.0000000,1.0000000
168973,WIM0040961,Втулка уравновешивающая насоса 110-PC-076 A/B,O0005369,Each,0.0000000,1.0000000
168978,WIM0040966,Вакуумный насос (компрессор),O0005386,Each,0.0000000,0.0000000
168979,WIM0040967,"Диск для болгарки Milwaukee SCS 41/150x6,4",O0005389,Each,0.0000000,1000.0000000
168981,WIM0040969,Катанка RUS-Metall,O0005390,Kg,0.0000000,0.0000000
169215,WIM0041203,Hypersperse MDC 776 (MemKare MK 600)*,3389,Kg,0.0000000,0.0000000
169216,WIM0041204,"330130-045-03-RU, 3300 5MM & 8MM Extension Cable",3742,Each,0.0000000,1.0000000
169217,WIM0041205,"330130-080-01-RU, 3300 5MM & 8MM Extension Cable",3692,Each,0.0000000,2.0000000
169219,WIM0041207,330180-91-RU PROXIMITOR 3300XL,3685,Each,0.0000000,1.0000000
169220,WIM0041208,330180-91-RU PROXIMITOR 3300XL,3694,Each,0.0000000,1.0000000
169221,WIM0041209,330400-01-RU ACCELEROMETER,3689,Each,0.0000000,1.0000000
169222,WIM0041210,330400-01-RU ACCELEROMETER,3739,Each,0.0000000,1.0000000
169223,WIM0041211,330500-01-RU VELOMITOR - 2 WIRE,3699,Each,0.0000000,1.0000000
169224,WIM0041212,330780-91-RU PROXIMITOR 3300 XL 11MM,3703,Each,0.0000000,1.0000000
169225,WIM0041213,330881-RU-XX-XXX-03-XX PROXPAC XL - METRIC,3740,Each,0.0000000,2.0000000
169226,WIM0041214,"70483725 - O-ring D=34,52 x 3,53 mm, Kalrez 6375, / Уплотнительное кольцо",4218,Each,0.0000000,171.0000000
169227,WIM0041215,"70483728 - O-ring D=72,62 x 3,53 mm, Kalrez 6375 / Уплотнительное кольцо",4236,Each,0.0000000,0.0000000
169228,WIM0041216,"76264395 - Damping ring D=60/25 x 16 mm 40 Shore / Демпфирующее кольцо, резина",4240,Each,0.0000000,24.0000000
169231,WIM0041219,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 4.5MM thickness (3.2MM RING) Spiral Wound CL300 Size 0.5,4957,Each,0.0000000,32.0000000
169232,WIM0041220,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 4.5MM thickness (3.2MM RING) Spiral Wound CL300 Size 12,4842,Each,0.0000000,114.0000000
169233,WIM0041221,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 4.5MM thickness (3.2MM RING) Spiral Wound CL300 Size 16,4977,Each,0.0000000,47.0000000
169234,WIM0041222,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 4.5MM thickness (3.2MM RING) Spiral Wound CL300 Size 8,4969,Each,0.0000000,206.0000000
169235,WIM0041223,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 4.5MM thickness (3.2MM RING) Spiral Wound CL600 Size 10,4972,Each,0.0000000,25.0000000
169236,WIM0041224,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20P 4.5MM thickness (3.2MM RING) Spiral Wound CL150 Size 12,4841,Each,0.0000000,185.0000000
169237,WIM0041225,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20P 4.5MM thickness (3.2MM RING) Spiral Wound CL150 Size 16,4843,Each,0.0000000,179.0000000
169238,WIM0041226,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20P 4.5MM thickness (3.2MM RING) Spiral Wound CL150 Size 18,4979,Each,0.0000000,22.0000000
169239,WIM0041227,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20P 4.5MM thickness (3.2MM RING) Spiral Wound CL150 Size 2,4830,Each,0.0000000,570.0000000
169240,WIM0041228,Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20P 4.5MM thickness (3.2MM RING) Spiral Wound CL150 Size 8,4839,Each,0.0000000,355.0000000
169241,WIM0041229,Gasket 4.5 thickness. SS 304 SPIRAL WOUND GRAPHITE WITH SS 304 INNER &S.S. 304 OUTER RING ; Size 24 CL 300,4894,Each,0.0000000,0.0000000
169242,WIM0041230,Gasket SOFT IRON RJ B16.20 R OCTAGONAL CL1500 Size 0.75,5068,Each,0.0000000,24.0000000
169243,WIM0041231,Gasket SOFT IRON RJ B16.20 R OCTAGONAL CL1500 Size 2,5073,Each,0.0000000,12.0000000
169244,WIM0041232,Gasket SOFT IRON RJ B16.20 R OCTAGONAL CL900 Size 10,5072,Each,0.0000000,12.0000000
169245,WIM0041233,Gasket SOFT IRON RJ B16.20 R OCTAGONAL CL900 Size 14,5074,Each,0.0000000,6.0000000
169246,WIM0041234,Gasket SOFT IRON RJ B16.20 R OCTAGONAL CL900 Size 16,5075,Each,0.0000000,3.0000000
169247,WIM0041235,Gasket SOFT IRON RJ B16.20 R OCTAGONAL CL900 Size 6,5070,Each,0.0000000,22.0000000
169248,WIM0041236,Gasket SOFT IRON RJ B16.20 R OCTAGONAL CL900 Size 8,5071,Each,0.0000000,36.0000000
169249,WIM0041237,"S/N57_Solids Scraper / 171-XP-013-XX-15, 291905401 / Скребок для твердых частиц - 50x50x20",4497,Each,0.0000000,1.0000000
169250,WIM0041238,"Size: 1"" (Size: 25mm) Gasket, 321 SS RJ B16.20 CL1500 R OCTAGONAL",5042,Each,0.0000000,4.0000000
169251,WIM0041239,"Size: 3/4"" (Size: 20mm) Gasket, 316 SS WND FLEXIBLE GRAPHITE FILL 316 SS I/R 316 SS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",4895,Each,0.0000000,0.0000000
169252,WIM0041240,Spiral Wound AISI 316L / Graphite,5016,Each,0.0000000,132.0000000
169254,WIM0041242,"Абразивный круг зачистной армированный Т27, 14А 180x6x22мм",O0005198,Each,0.0000000,500.0000000
169256,WIM0041244,СПИРАЛЬНАЯ НАВИТАЯ ПРОКЛАДКА  t4.5 x OD517mm,3221,Each,0.0000000,4.0000000
169261,WIM0041249,Кронциркуль 150мм пружинный для измер.отверстий HOLEX (457110 150),1578,Each,0.0000000,0.0000000
169262,WIM0041250,Набор шаблонов резьбовых 52шт M/W для шага 0.25-6мм HOLEX (477000 M/W),1643,Each,0.0000000,10.0000000
169263,WIM0041251,Набор щупов №4 100мм 0.1-1.0 ЭТАЛОН 786373,1635,Each,0.0000000,3.0000000
169266,WIM0041254,Электрическая отвертка.N in ONE 18 v 200Nm 2*2.0 Ah cordless battery rechargeable screwdriver,O0005318,Each,0.0000000,5.0000000
169267,WIM0041255,Перчатки из полимерных материалов для защиты от внешних воздействий,O0005359,Pair,0.0000000,13.0000000
169268,WIM0041256,Специальная одежда пиджаки,5160,Set,0.0000000,70.0000000
169272,WIM0041260,Комбинезон медицинский защитный (FreeMans),O0005391,Each,0.0000000,0.0000000
169464,WIM0041452,1. CROSSHEAD GASKET KIT N3 - HNBR: KRSN30A/1 ,10186,Each,0.0000000,4.0000000
169470,WIM0041458,M/S REPAIR KIT FOR 140-PC-002 TVSP2X1-11S,10192,Set,0.0000000,1.0000000
169471,WIM0041459,M/S REPAIR KIT FOR 140-PC-007 TVSP2X1-11S,10193,Set,0.0000000,1.0000000
169588,WIM0041576,PLATE OIL COOLER (IRC #1)PLATE GASKET 92,10310,Each,0.0000000,76.0000000
169589,WIM0041577,PLATE OIL COOLER (IRC #1)D.PLATE GASKET DA ID113 93,10311,Each,0.0000000,4.0000000
169590,WIM0041578,PLATE OIL COOLER (IRC #1)D.PLATE GASKET DB ID113 94,10312,Each,0.0000000,4.0000000
169591,WIM0041579,PLATE OIL COOLER (IRC #1)D.DISTANCE PIECE 95,10313,Set,0.0000000,2.0000000
169592,WIM0041580,PLATE OIL COOLER (IRC #1)E.PLATE GASKET ID113 96,10314,Each,0.0000000,8.0000000
169593,WIM0041581,PLATE OIL COOLER (IRC #1)E.DISTANCE PIECE 97,10315,Set,0.0000000,2.0000000
169676,WIM0041664,PLATE OIL COOLER (IRC #2)PLATE GASKET 180,10398,Each,0.0000000,76.0000000
169677,WIM0041665,PLATE OIL COOLER (IRC #2)D.PLATE GASKET DA ID113 181,10399,Each,0.0000000,4.0000000
169678,WIM0041666,PLATE OIL COOLER (IRC #2)D.PLATE GASKET DB ID113 182,10400,Each,0.0000000,4.0000000
169679,WIM0041667,PLATE OIL COOLER (IRC #2)D.DISTANCE PIECE 183,10401,Set,0.0000000,2.0000000
169680,WIM0041668,PLATE OIL COOLER (IRC #2)E.PLATE GASKET ID113 184,10402,Each,0.0000000,8.0000000
169681,WIM0041669,PLATE OIL COOLER (IRC #2)E.DISTANCE PIECE 185,10403,Set,0.0000000,2.0000000
169742,WIM0041730,OIL SEAL(Note 2) KSL-271,10464,Each,0.0000000,2.0000000
169743,WIM0041731,O-RING (Note 2) KSL-272,10465,Each,0.0000000,2.0000000
169744,WIM0041732,O-RING (Note 2) KSL-273,10466,Each,0.0000000,24.0000000
169745,WIM0041733,O-RING (Note 2) KSL-274,10467,Each,0.0000000,8.0000000
169746,WIM0041734,O-RING (Note 2) KSL-275,10468,Each,0.0000000,40.0000000
169747,WIM0041735,O-RING (Note 2) KSL-276,10469,Each,0.0000000,8.0000000
169750,WIM0041738,O-RING (Note 4) KSL-279,10472,Each,0.0000000,8.0000000
169751,WIM0041739,O-RING (Note 2) KSL-280,10473,Each,0.0000000,2.0000000
169752,WIM0041740,LUBE OIL FILTER ELEMENT KIT KSL-281,10474,Each,0.0000000,2.0000000
169753,WIM0041741,OIL SEAL(Note 2) KSL-282,10475,Each,0.0000000,2.0000000
169754,WIM0041742,O-RING (Note 2) KSL-283,10476,Each,0.0000000,2.0000000
169755,WIM0041743,O-RING (Note 2) KSL-284,10477,Each,0.0000000,24.0000000
169756,WIM0041744,O-RING (Note 2) KSL-285,10478,Each,0.0000000,8.0000000
169757,WIM0041745,O-RING (Note 2) KSL-286,10479,Each,0.0000000,40.0000000
169758,WIM0041746,O-RING (Note 2) KSL-287,10480,Each,0.0000000,8.0000000
169761,WIM0041749,O-RING (Note 4) KSL-290,10483,Each,0.0000000,8.0000000
169762,WIM0041750,O-RING (Note 2) KSL-291,10484,Each,0.0000000,2.0000000
169763,WIM0041751,LUBE OIL FILTER ELEMENT KIT KSL-292,10485,Each,0.0000000,2.0000000
169766,WIM0041754,OIL SEAL(Note 4) KSL-297,10488,Each,0.0000000,2.0000000
169767,WIM0041755,O-RING (Note 4) KSL-298,10489,Each,0.0000000,2.0000000
169768,WIM0041756,O-RING (Note 4) KSL-299,10490,Each,0.0000000,24.0000000
169769,WIM0041757,O-RING (Note 4) KSL-300,10491,Each,0.0000000,8.0000000
169770,WIM0041758,O-RING (Note 4) KSL-301,10492,Each,0.0000000,40.0000000
169771,WIM0041759,O-RING (Note 4) KSL-302,10493,Each,0.0000000,8.0000000
169774,WIM0041762,O-RING (Note 2) KSL-305,10496,Each,0.0000000,8.0000000
169775,WIM0041763,O-RING (Note 3) KSL-306,10497,Each,0.0000000,2.0000000
169777,WIM0041765,FELT PACKING (Note 3) KSL-308,10499,Each,0.0000000,2.0000000
169778,WIM0041766,O-RING (Note 3) KSL-309,10500,Each,0.0000000,1.0000000
169779,WIM0041767,O-RING (Note 3) KSL-310,10501,Each,0.0000000,2.0000000
169780,WIM0041768,SLIPPER SEAL(Note 3) KSL-311,10502,Each,0.0000000,4.0000000
169781,WIM0041769,O-RING (Note 3) KSL-312,10503,Each,0.0000000,4.0000000
169782,WIM0041770,O-RING (Note 3) KSL-313,10504,Each,0.0000000,12.0000000
169783,WIM0041771,O-RING (Note 3) KSL-314,10505,Each,0.0000000,4.0000000
169784,WIM0041772,LUBE OIL FILTER ELEMENT KIT KSL-315,10506,Each,0.0000000,2.0000000
169788,WIM0041776,Gasket KSL-014,10510,Each,0.0000000,1.0000000
169792,WIM0041780,O-ring KSL-018,10514,Each,0.0000000,4.0000000
169868,WIM0041856,CASING GASKET FOR 120-PC-003A/B TSP4X2-9,10590,Set,0.0000000,1.0000000
169869,WIM0041857,"CASING GASKET FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17",10591,Set,0.0000000,0.0000000
169870,WIM0041858,CASING GASKET FOR 120-PC-003A/B TSP4X2-9,10592,Set,0.0000000,1.0000000
169871,WIM0041859,"CASING GASKET FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17",10593,Set,0.0000000,1.0000000
169872,WIM0041860,CASING GASKET FOR 120-PC-003A/B TSP4X2-9,10594,Set,0.0000000,1.0000000
169873,WIM0041861,"CASING GASKET FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17",10595,Set,0.0000000,1.0000000
169874,WIM0041862,M/S REPAIR KIT FOR 120-PC-003A/B TSP4X2-9 / B0374589,10596,Set,0.0000000,1.0000000
169875,WIM0041863,"M/S REPAIR KIT FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17 / B0374676",10597,Set,0.0000000,0.0000000
169876,WIM0041864,PUMP BEARING FOR 120-PC-003A/B 6210 / 7310BDB,10598,Set,0.0000000,1.0000000
169877,WIM0041865,"PUMP BEARING FOR 120-PC-101A/B, 120-PC-201A/B 6215 / 7313BDB",10599,Set,0.0000000,1.0000000
169878,WIM0041866,CASING GASKET FOR 120-PC-003A/B TSP4X2-9,10600,Set,0.0000000,1.0000000
169879,WIM0041867,"CASING GASKET FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17",10601,Set,0.0000000,0.0000000
169880,WIM0041868,M/S REPAIR KIT FOR 120-PC-003A/B TSP4X2-9 / B0374589,10602,Set,0.0000000,2.0000000
169881,WIM0041869,"M/S REPAIR KIT FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17 / B0374676",10603,Set,0.0000000,0.0000000
169882,WIM0041870,COUPLING REPAIR KIT FOR 120-PC-003A/B TSP4X2-9 / 71-150-0066,10604,Set,0.0000000,1.0000000
169883,WIM0041871,"COUPLING REPAIR KIT FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17 / 71-350-0055",10605,Set,0.0000000,1.0000000
169884,WIM0041872,WEAR RING FOR 120-PC-003A/B TSP4X2-9,10606,Set,0.0000000,1.0000000
169885,WIM0041873,"WEAR RING FOR 120-PC-101A/B, 120-PC-201A/B TSP6X3-17",10607,Set,0.0000000,1.0000000
169886,WIM0041874,PUMP BEARING FOR 120-PC-003A/B 6210 / 7310BDB,10608,Set,0.0000000,1.0000000
169887,WIM0041875,"PUMP BEARING FOR 120-PC-101A/B, 120-PC-201A/B 6215 / 7313BDB",10609,Set,0.0000000,1.0000000
169888,WIM0041876,MOTOR BEARING FOR 120-PC-003A/B 6310ZC3 / 6310ZC3,10610,Each,0.0000000,2.0000000
169889,WIM0041877,"MOTOR BEARING FOR 120-PC-101A/B, 120-PC-201A/B 6316C3 / 6316C3VL",10611,Each,0.0000000,2.0000000
169890,WIM0041878,"GASKET-SW X ASME B16.5 X #600 X 24"" X RF X GRAPHITE X 316L SS X 316L SS X C.S. X 4.5, 17C0008-04-05-M1-5 24""x600#",10612,Each,0.0000000,4.0000000
169891,WIM0041879,"BOLT SET-STUD+2HHN X SA193-B7 X SA194-2H X 1&7/8"" X 8UN X 400, 17C0008-04-05-M1-6 1&7/8"" X 8UN X 400,",10613,Set,0.0000000,6.0000000
169892,WIM0041880,"GASKET-SW X ASME B16.5 X #600 X 12"" X RF X GRAPHITE X 316L SS X 316L SS X C.S. X 4.5, 17C0008-04-07-H1-5 12""x600#",10614,Each,0.0000000,4.0000000
