Requisition ID,Requisition Number,Suggested Supplier Contact ID,Delivery Location,Requisition Description,Requisitioned By Contact ID,Required By Date Time,Work Order ID,Account Code ID,Comment,User Defined Text Box,User Defined Date Time,Requisition User Defined1ID,Created By Contact ID,Created Date Time,Modified By Contact ID,Modified Date Time,Raised Date Time,Is From Replenish Stock,Approval Path ID
215,363,1448,Uzbekistan GTL plant,solar water heater 200L ,1476,15/05/2023 9:11:12 AM,,18047,,,,,1476,15/05/2023 9:11:12 AM,1460,25/05/2023 2:36:41 PM,15/05/2023 9:11:12 AM,,35
216,364,1448,Uzbekistan GTL plant,solar water heater 100L ,1476,15/05/2023 9:40:39 AM,,18047,,,,,1476,15/05/2023 9:40:39 AM,1919,24/05/2023 12:18:28 PM,15/05/2023 9:40:39 AM,,35
217,365,1448,Uzbekistan GTL LLC ,to keep calcium level about 50~150 ppm in Cooling Water system.,1920,23/05/2023 10:03:45 AM,,18082,,,,,1920,15/05/2023 10:03:45 AM,1913,17/05/2023 8:34:48 AM,15/05/2023 10:03:45 AM,,34
218,367,1448,Uzbekistan GTL LLC,Disposal of Liquid household west from septic tanks ,695,22/05/2023 10:58:19 AM,,,Please assign valid Account Code,,,,695,15/05/2023 10:58:19 AM,1913,15/05/2023 2:34:38 PM,15/05/2023 10:58:19 AM,,36
219,368,1448,Uzbekistan GTL LLC,Demercurization of burned-out florescent lamps ,695,22/05/2023 11:05:41 AM,,,Please assign valid Account Code ,,,,695,15/05/2023 11:05:41 AM,1913,15/05/2023 2:37:22 PM,15/05/2023 11:05:41 AM,,36
220,370,1448,Uzbekistan GTL plant,to reduce the consumption of electricity from the network for Uzbekistan GTL ,1891,15/08/2023 2:16:48 PM,,18047,,,,,1891,15/05/2023 2:16:48 PM,1919,27/07/2023 4:57:23 PM,15/05/2023 2:16:48 PM,,35
221,372,1448,Toshkent Uzexpo center ,"May 19th, 2023 catering to 1000 standard gest and 300 VIP gest. This service should be performed as per Order N1 of ""Uzbekneftgas"" JSC",1972,15/05/2023 4:43:10 PM,,18178,,,17/05/2023 12:00:00 AM,,1972,15/05/2023 4:43:10 PM,1913,15/05/2023 7:16:32 PM,15/05/2023 4:43:10 PM,,36
222,371,1448,Uzbekistan GTL,Заявка на закупку средств для ухода за цветами,1889,15/05/2023 2:51:18 PM,,18151,,,,,1889,15/05/2023 2:51:18 PM,1913,16/05/2023 10:30:15 AM,31/05/2023 2:51:18 PM,,36
223,373,1448,Toshkent Uzexpo center ,на услуги комплексной съемки сферических панорам в формате 360° градусов с последующим монтажом «Виртуальная выставка» для ООО «Uzbekistan GTL» ,1972,15/05/2023 5:13:50 PM,,18178,,,,,1972,15/05/2023 5:13:50 PM,1913,18/05/2023 9:12:41 AM,15/05/2023 5:13:50 PM,,36
224,374,1448,Uzbekistan GTL LLC,On implementation of biological diversity monitoring ,695,23/05/2023 9:00:40 AM,,,,,,,695,16/05/2023 9:00:40 AM,1913,18/05/2023 9:16:35 AM,16/05/2023 9:00:40 AM,,36
225,375,1448,Uzbekistan GTL,Заявка на закупку средств для ухода за цветами,1889,16/05/2023 9:18:45 AM,,18178,Duplicate,,,,1889,16/05/2023 9:18:45 AM,1460,16/05/2023 10:25:49 AM,31/05/2023 9:18:45 AM,,
226,376,1448,Uzbekistan GTL plant,LED tube lamps are intended to replace existing lighting lamps at the facilities of Uzbekistan GTL LLC.,1891,18/08/2023 9:27:37 AM,,18047,,,,,1891,16/05/2023 9:27:37 AM,1460,25/05/2023 2:36:35 PM,16/05/2023 9:27:37 AM,,35
227,377,1448,Uzbekistan GTL,FILTER ELEMENT for 120-XF-003-XF-02A/B/C,1661,16/05/2023 4:48:42 PM,,18050,"Note: MOC has been confirmed for changing the filtration rate from 5 microns to 15 microns. Therefore, it is necessary to buy 15 micron filter elements.",,,,1661,16/05/2023 4:48:42 PM,1914,5/06/2023 5:25:49 PM,16/05/2023 4:48:42 PM,,33
228,378,1448,Ташкентский офис Uzbekistan GTL,Размещение участников форума лицензиаров в отеле в Самарканде,1955,16/05/2023 5:11:24 PM,,18074,,,16/05/2023 12:00:00 AM,,1955,16/05/2023 5:11:24 PM,1913,16/05/2023 5:44:17 PM,16/05/2023 5:11:24 PM,,36
229,380,1448,Ташкентский офис Uzbekistan GTL,размещение участников форума лицензиаров в Самарканде,1955,16/05/2023 5:34:26 PM,,18074,,,,,1955,16/05/2023 5:34:26 PM,1955,16/05/2023 5:38:36 PM,16/05/2023 5:34:26 PM,,36
230,381,1448,Uzbekistan GTL plant,to reduce the consumption of electricity from the network for Uzbekistan GTL ,1891,28/08/2023 8:40:08 AM,,18047,,,,,1891,17/05/2023 8:40:08 AM,1919,3/08/2023 5:22:48 PM,17/05/2023 8:40:08 AM,,35
231,382,1448,Uzbekistan GTL plant,LED tube lamps are intended to replace existing lighting lamps at the facilities of Uzbekistan GTL LLC.,1891,30/06/2023 8:45:41 AM,,18047,,,,,1891,17/05/2023 8:45:41 AM,1913,18/05/2023 9:46:19 AM,17/05/2023 8:45:41 AM,,35
232,385,1448,Uzbekistan GTL Plant,To make it automatic for sulfuric acid loading into the cooling tower basin,1924,17/06/2023 11:32:35 AM,,18045,,,,,1924,17/05/2023 11:32:35 AM,1460,25/05/2023 2:36:29 PM,17/05/2023 11:32:35 AM,,34
233,386,1448,Uzbekistan GTL plant,,1476,17/05/2023 2:37:13 PM,,18047,,,,,1476,17/05/2023 2:37:13 PM,1913,18/05/2023 6:54:12 PM,17/05/2023 2:37:13 PM,,35
234,388,,,,1973,17/05/2023 2:54:52 PM,,,,,,,1973,17/05/2023 2:54:52 PM,1973,17/05/2023 2:55:45 PM,17/05/2023 2:54:52 PM,,
235,387,1448,Uzbekistan GTL,Заявка на закупку логотипа UNG для административного бытового комплекса,1889,17/05/2023 2:50:11 PM,,18178,,,,,1889,17/05/2023 2:50:11 PM,1913,18/05/2023 8:50:09 AM,25/05/2023 2:50:11 PM,,36
236,391,1448,Uzbekistan GTL plant,Для составления договора с Пробирной палатой для оказания услуг по обнаружению драг металла ,839,17/05/2023 5:08:05 PM,,18086,,,,,839,17/05/2023 5:08:05 PM,1906,5/06/2023 10:53:01 AM,17/05/2023 5:08:05 PM,,35
237,392,1448,tashkent,,1903,18/05/2023 11:43:31 AM,,18165,,,,,1903,18/05/2023 11:43:31 AM,1903,18/05/2023 11:48:41 AM,18/05/2023 11:43:31 AM,,36
238,393,,,,1903,18/05/2023 11:50:51 AM,,,,,,,1903,18/05/2023 11:50:51 AM,1903,18/05/2023 11:51:27 AM,18/05/2023 11:50:51 AM,,
239,394,1448,tashkent,,1903,18/05/2023 11:55:37 AM,,18165,,,,,1903,18/05/2023 11:55:37 AM,1913,18/05/2023 6:46:15 PM,18/05/2023 11:55:37 AM,,36
240,397,1448,Uzbekistan GTL,Средства гигиены для гостей вахтового посёлка (форум Sasol),1889,22/05/2023 10:56:00 AM,,18149,,,,,1889,19/05/2023 10:56:00 AM,1913,19/05/2023 5:27:27 PM,19/05/2023 10:56:00 AM,,39
241,398,1448,Ташкентский офис Uzbekistan GTL,In order to purchase office fan ,1955,29/05/2023 2:37:34 PM,,18178,,,,,1955,19/05/2023 2:37:34 PM,1913,25/05/2023 5:19:48 PM,19/05/2023 2:37:34 PM,,39
242,400,1448,Uzbikistan GTL plant,essential for welding activity ,1463,24/05/2023 3:12:52 PM,,18050,,24 bln(50 liter )   4 bln(40 liter ),,,1463,19/05/2023 3:12:52 PM,1913,24/05/2023 12:34:53 AM,19/05/2023 3:12:52 PM,,55
243,402,1448,"""Uzbekistan GTL"" MCHJ",Yo'l belgilari va suniy notekislik ,695,26/05/2023 4:11:30 PM,,18064,,,,,695,19/05/2023 4:11:30 PM,1913,25/07/2023 2:40:21 PM,19/05/2023 4:11:30 PM,,71
244,404,1448,Uzbekistan GTL,Средства гигиены для гостей вахтового посёлка,1889,23/05/2023 11:25:47 AM,,18149,,,,,1889,20/05/2023 11:25:47 AM,1460,25/05/2023 2:36:11 PM,20/05/2023 11:25:47 AM,,39
245,407,1448,Uzbekistan GTL plant,dilivery spare part under contract UZGT,594,24/05/2023 8:11:46 AM,,18043,,,,,594,24/05/2023 8:11:46 AM,594,24/05/2023 9:07:39 AM,24/05/2023 8:11:46 AM,,
246,411,1448,Ташкентский офис Uzbekistan GTL,Долгосрочный контракт с гостиницей в Ташкентской области или Ташкенте ,1955,26/05/2023 12:43:09 PM,,18178,,,,,1955,24/05/2023 12:43:09 PM,1913,25/05/2023 5:21:41 PM,24/05/2023 12:43:09 PM,,39
247,413,,,,1955,24/05/2023 2:55:58 PM,,,,,,,1955,24/05/2023 2:55:58 PM,1687,24/05/2023 3:43:06 PM,24/05/2023 2:55:58 PM,,
248,415,1448,Uzbekistan GTL plant,solar water heater 100L ,1476,26/06/2023 3:04:23 PM,,18047,,,,,1476,24/05/2023 3:04:23 PM,1476,24/05/2023 3:10:49 PM,24/05/2023 3:04:23 PM,,
249,420,1448,"ООО «Uzbekistan GTL» Республика Узбекистан, Кашкадарьинская область, Гулистан МФЙ, ул. Жайрон, д. 66.","Услуга на ""Поставку и монтаж полиграфических материалов для автомашин""",1921,24/05/2023 4:33:35 PM,,18111,"Вся работа должна быть выполнена в соответствии с требованием Министерства по чрезвычайным ситуациям, Приказ №333 от 9 июля 2019 г. предоставляемым ООО «Uzbekistan GTL» в Приложении к техническому заданию.",,,,1921,24/05/2023 4:33:35 PM,1913,2/08/2023 8:57:46 AM,24/05/2023 4:33:35 PM,,51
250,421,1448,"ООО «Uzbekistan GTL» по адресу: г.Ташкент ул. Фаргона йули, дом 7 Б","1) Знак аварийной остановки-переносной знак, представляющий собой световозвращающий красный треугольник, выполненный из стеклопластика или других материалов. предупреждающий водителей о неисправности автомобиля находящегося за знаком в ночное время суток.",1921,24/05/2023 4:44:59 PM,,18061,Согласно Постановления Кабинета Министров Республики Узбекистан № 172 от 12 апреля 2022 года «Об утверждении Правил дорожного движения,,,,1921,24/05/2023 4:44:59 PM,1921,24/05/2023 5:44:44 PM,24/05/2023 4:44:59 PM,,51
251,422,1448,"ООО «Uzbekistan GTL» по адресу: г.Ташкент ул. Фаргона йули, дом 7 Б","Аптечка категории ""В""- для автомобилей категории (М1) легковые автомобили. Аптечки категории ""С"" для автомобилей категории (N1, N2, N3) грузовые автомобили всех типов. Аптечки категории ""D"" для автомобилей (М2, М3) микроавтобусы, автобусы.",1921,24/05/2023 4:47:35 PM,,18064,"Полный перечень необходимых медицинских препаратов, которые должны находиться в аптечке для оказания экстренной медицинской помощи находится в ""Приложении"" к запросу на закупку. Аптечка категории ""В"" - 25 шт. Аптечка категории ""С"" - 13 шт. Аптечка категории ""D"" - 12 шт. Всего: 50-шт.",,,,1921,24/05/2023 4:47:35 PM,1921,24/05/2023 4:59:46 PM,24/05/2023 4:47:35 PM,,51
252,423,1448,"ООО «Uzbekistan GTL» по адресу: г.Ташкент ул. Фаргона йули, дом 7 Б","Переносные порошковые огнетушители, используемые для тушения твердых веществ, жидкостей и газов, а также электропроводов под напряжением. Для устранения очагов возгорания на транспортных средствах. ОП-2, 2-х литровые, ОП- 5, 5 литровые, ОП -10, 10 литровы",1921,24/05/2023 5:19:27 PM,,18064,"Для легковых автомобилей - ОП2, 2-х литровые - 8 шт. Для грузовых автомобилей - ОП5, 5 литровые - 6 шт. Для микроавтобусов и автобусов - ОП 10, 10 литровые - 6 шт. Всего: 20 шт.",,,,1921,24/05/2023 5:19:27 PM,1921,24/05/2023 5:35:15 PM,24/05/2023 5:19:27 PM,,51
253,424,1448,Uzbekistan GTL plant,СИЗ для сотрудников отдела,839,25/05/2023 10:03:18 AM,,18116,Обувь 41 размера 1 ед.       43 размера - 1 ед. ,,,,839,25/05/2023 10:03:18 AM,839,25/05/2023 10:16:47 AM,25/05/2023 10:03:18 AM,,
254,425,1448,Uzbekistan GTL Plant,Пропан для охлаждающий системы установки 35,1920,31/05/2023 1:46:18 PM,,18082,,,,,1920,25/05/2023 1:46:18 PM,1920,25/05/2023 1:56:40 PM,25/05/2023 1:46:18 PM,,
255,427,1448,Uzbekistan GTL plant,Road precast reinforced concrete slab,1685,25/06/2023 7:50:38 PM,,18052,,,,,1685,25/05/2023 7:50:38 PM,1913,2/08/2023 8:58:08 AM,25/05/2023 7:50:38 PM,,54
256,428,1448,"""Uzbekistan GTL"" LLC","To ensure course of ""Uz DSt 3410:2019 general requirements for the competence of test laboratory technicians",1902,26/05/2023 7:26:45 AM,,18075,,"To ensure course of ""Uz DSt 3410:2019 general ..",,,1902,26/05/2023 7:26:45 AM,1913,20/07/2023 9:35:33 AM,26/05/2023 7:26:45 AM,,62
257,429,1448,Uzbekistan GTL Plant,Zavod markaziy Laboratoriyasida tahlillar o'tkazish uchun,703,31/05/2023 12:00:00 AM,,18125,,,,,703,27/05/2023 10:48:12 AM,1913,2/08/2023 8:58:28 AM,27/05/2023 10:48:12 AM,,40
258,430,1448,Uzbekistan GTL LLC ,to provide additional volume for storage GTL products,1920,29/05/2023 8:41:35 AM,,18135,,,30/05/2023 12:00:00 AM,,1920,29/05/2023 8:41:35 AM,1913,2/08/2023 8:58:51 AM,29/05/2023 8:41:35 AM,,52
259,432,1448,Uzbekistan GTL LLC ,to provide additional volume for storage GTL products,1920,29/05/2023 10:16:26 AM,,18135,,,30/05/2023 12:00:00 AM,,1920,29/05/2023 10:16:26 AM,1913,2/08/2023 8:59:08 AM,29/05/2023 10:16:26 AM,,52
260,433,1448,Uzbekistan GTL plant,Propan,1920,5/06/2023 10:50:19 AM,,,,,,,1920,29/05/2023 10:50:19 AM,1920,29/05/2023 11:10:31 AM,29/05/2023 10:50:19 AM,,48
261,437,,,,689,2/01/2023 8:30:00 AM,43569,,Generated by Activator,,,,689,29/05/2023 4:26:42 PM,689,29/05/2023 4:26:42 PM,29/05/2023 4:26:42 PM,,26
262,440,1448,Uzbekistan GTL LLC ,Refrigerant (Propane) for  Refrigeration package  (135-XP-003),1920,5/06/2023 9:36:25 AM,,18082,,,,,1920,31/05/2023 9:36:25 AM,1913,31/05/2023 1:00:14 PM,31/05/2023 9:36:25 AM,,52
263,442,1448,UzGTL office in Tashkent,Круглая печать для оформления документов касающихся отдела сбыта и маркетинга,1962,31/05/2023 4:07:43 PM,,18068,,,,,1962,31/05/2023 4:07:43 PM,1913,8/08/2023 3:16:16 PM,31/05/2023 4:07:43 PM,,63
264,443,1448,Uzbekistan GTL,Заявка на закупку селекона для сантехнических работ,1889,10/06/2023 4:19:39 PM,,18178,,,,,1889,31/05/2023 4:19:39 PM,1913,1/06/2023 4:45:32 PM,31/05/2023 4:19:39 PM,,39
265,441,1448,Uzbekistan GTL LLC,Uzbekistan GTL kompaniyasi klinikasini faoliyatini yuritish uchun Viloyat sanitariya epidemalogiya osoyishtalik jamiyati boshqarmasi xulosasi ,695,30/06/2023 3:53:08 PM,,18171,,,,,695,31/05/2023 3:53:08 PM,1913,14/08/2023 6:30:05 PM,31/05/2023 3:53:08 PM,,71
266,444,1448,tashkent,Подключение интернета к Чиназкому терминалу,1903,1/06/2023 12:35:13 PM,,18165,,,,,1903,1/06/2023 12:35:13 PM,1913,1/06/2023 3:44:20 PM,1/06/2023 12:35:13 PM,,70
267,447,1448,Uzbekistan GTL plant,СИЗ для сотрудников отдела,839,1/06/2023 1:28:25 PM,,18187,Обувь 41 размера 1 ед.       43 размера - 1 ед.  ,,,,839,1/06/2023 1:28:25 PM,839,1/06/2023 1:45:55 PM,1/06/2023 1:28:25 PM,,62
268,449,1448,Uzbekistan GTL ,"Access for online international Standards, Specifications, and Technical Publications",1891,14/08/2023 2:22:45 PM,,18156,,,,,1891,1/06/2023 2:22:45 PM,1913,18/07/2023 6:05:10 PM,1/06/2023 2:22:45 PM,,60
269,455,1448,Uzbekistan GTL,Contract signing with Chinoz TETK  regarding  power supply to storage area GTL Chinoz terminali,1476,2/06/2023 2:59:38 PM,,18047,,,,,1476,1/06/2023 2:59:38 PM,1476,1/06/2023 3:03:25 PM,1/06/2023 2:59:38 PM,,30
270,457,1448,Uzbekistan GTL plant ,for saving energy of process unit with proper insulation ,1463,1/06/2023 3:03:42 PM,,10,,,30/06/2023 12:00:00 AM,,1463,1/06/2023 3:03:42 PM,1913,1/06/2023 4:40:11 PM,1/06/2023 3:03:42 PM,,75
271,458,1448,Uzbekistan GTL Plant,"Development of environmental regulations-document ""Statement on environmental consequences"" (ZEP) for the  ""Uzbekiston GTL"" LLC plant (assignment to category I of environmental impact - a particularly hazardous type of activity)",695,7/06/2023 4:08:18 PM,,18120,,,,,695,1/06/2023 4:08:18 PM,1913,25/07/2023 2:40:51 PM,1/06/2023 4:08:18 PM,,71
272,460,1448,Uzbekistan GTL plant,183-TK-005 tanklardagi emergency venti uchun kerakli o'lchamdagi gasketni yasab o'rnatish uchun,1460,8/06/2023 12:00:00 AM,,18050,,,,,1460,1/06/2023 5:13:49 PM,1913,2/06/2023 6:02:44 PM,1/06/2023 5:13:49 PM,,53
273,461,1448,Uzbekistan GTL,Lubrications for ASU Refrigiration package and Lin pumps,1661,2/06/2023 12:02:18 PM,,18045,The last lubricates on the stock are being used for these equipment. Lubricates should be brought instead,,2/06/2023 12:00:00 AM,,1661,2/06/2023 12:02:18 PM,1913,2/06/2023 6:00:28 PM,2/06/2023 12:02:18 PM,,53
274,462,1448,Uzbekistan GTL LLC ,Chemical for chemical cleaning air preheater in Unit 60 ,1920,5/06/2023 10:09:16 AM,,,,,5/06/2023 12:00:00 AM,,1920,5/06/2023 10:09:16 AM,1920,5/06/2023 10:16:50 AM,5/06/2023 10:09:16 AM,,52
275,466,1448,Uzbekistan GTL LLC ,Chemical for chemical cleaning air preheater in Unit 60 ,1920,14/06/2023 10:53:45 AM,,18082,,,,,1920,5/06/2023 10:53:45 AM,1913,25/07/2023 2:41:34 PM,5/06/2023 10:53:45 AM,,52
276,468,1448,Uzbekistan GTL plants,For an annual metrological inspection,1179,16/06/2023 4:26:36 PM,,18047,,,,,1179,5/06/2023 4:26:36 PM,1913,21/09/2023 3:06:29 PM,5/06/2023 4:26:36 PM,,53
277,467,1448,Uzbekistan GTL PLANT,to ensure continuous operating of the pumps,1155,5/07/2023 3:54:58 PM,,18045,"each rotor has different size,",,5/07/2023 12:00:00 AM,,1155,5/06/2023 3:54:58 PM,1913,21/09/2023 3:06:58 PM,5/06/2023 3:54:58 PM,,53
278,469,1448,Uzbekistan GTL,,1661,6/06/2023 9:35:12 AM,,10,"Note: MOC has been confirmed for changing the filtration rate from 5 microns to 15 microns. Therefore, it is necessary to buy 15 micron filter elements.",,,,1661,6/06/2023 9:35:12 AM,1661,6/06/2023 9:38:02 AM,6/06/2023 9:35:12 AM,,53
279,470,1448,Uzbekistan GTL LLC,Purchase of Breathing apparatus with modular design,695,7/07/2023 9:21:25 AM,,18115,,,,,695,7/06/2023 9:21:25 AM,1913,21/08/2023 4:08:23 PM,7/06/2023 9:21:25 AM,,71
280,471,,,,1924,7/06/2023 10:51:24 AM,44566,18191,,,,,1924,7/06/2023 10:51:24 AM,1924,7/06/2023 10:52:00 AM,7/06/2023 10:51:24 AM,,
281,473,1448,Uzbekistan GTL LLC,Klapan va so'ndirgichlar va Tiqin o'rnatish uchun yorliqlar xarid qilish ,695,14/06/2023 3:35:14 PM,,,,,,,695,7/06/2023 3:35:14 PM,1913,8/08/2023 5:34:17 PM,7/06/2023 3:35:14 PM,,71
282,477,1448,Uzbekistan GTL LLC,Purchase of Personal protective footwear,695,10/07/2023 1:37:44 PM,,18064,,,,,695,8/06/2023 1:37:44 PM,1913,21/08/2023 4:09:45 PM,8/06/2023 1:37:44 PM,,71
283,479,1448,tashkent,Расходные материалы и ремонт принтеров xerox 7830,1903,9/06/2023 9:59:47 AM,,18127,,,,,1903,9/06/2023 9:59:47 AM,1452,17/07/2023 6:03:05 PM,9/06/2023 9:59:47 AM,,70
284,484,1448,Uzbekistan GTL LLC,Қишки махсус кийим  (Зимная куртка) харид қилиш,695,10/07/2023 2:54:33 PM,,,,,,,695,9/06/2023 2:54:33 PM,1913,21/09/2023 3:06:02 PM,9/06/2023 2:54:33 PM,,71
285,485,1448,,,812,9/06/2023 3:10:01 PM,,18191,,,,,812,9/06/2023 3:10:01 PM,812,9/06/2023 3:11:49 PM,9/06/2023 3:10:01 PM,,47
286,486,1448,Training Center,Training Vibration Analysis Category CAT I,667,9/06/2023 3:21:14 PM,,18075,"For detail description please refer to attachment, approved technical specification",,,,667,9/06/2023 3:21:14 PM,1913,21/09/2023 3:05:20 PM,9/06/2023 3:21:14 PM,,60
287,487,1448,Uzbekistan GTL,Ishlab chiqarishdagi extiyot qism zaruriyat tufayli,1973,17/06/2023 12:00:00 AM,,18045,,,,,1973,10/06/2023 11:43:48 AM,1913,21/08/2023 2:40:55 PM,22/08/2022 12:00:00 AM,,53
288,488,1448,Uzbekistan GTL,,1889,23/06/2023 3:47:05 PM,,18126,Заявка на закупку хозяйственных товаров для административного отдела,,,,1889,10/06/2023 3:47:05 PM,1913,21/08/2023 4:10:39 PM,10/06/2023 3:47:05 PM,,39
289,493,1448,Uzbekistan GTL LLC,Purchase of Foaming agent PO-6 (6%),695,19/06/2023 2:39:02 PM,,18113,,,,,695,12/06/2023 2:39:02 PM,1913,30/08/2023 11:31:17 AM,12/06/2023 2:39:02 PM,,71
290,492,1448,Uzbekistan GTL,Unit-50dagi MOV larni to'xtovsiz ishlashini ta'minlash,1973,19/06/2023 12:00:00 AM,,18043,,,,,1973,12/06/2023 2:02:44 PM,1973,19/06/2023 11:27:11 AM,12/06/2023 2:02:44 PM,,
291,494,1448,Uzbekistan GTL,In order to maintain the continuous operation of the heat exchanger 160-ES-003 ,1973,19/06/2023 12:00:00 AM,,18050,,,,,1973,12/06/2023 2:53:46 PM,1973,19/06/2023 11:26:44 AM,12/06/2023 2:53:46 PM,,
292,490,1448,Uzbekistan GTL Plant,Development detailed design of Single-Circuit Air Line of 6kV,1924,12/07/2023 11:51:53 AM,,18047,,,,,1924,12/06/2023 11:51:53 AM,1913,21/09/2023 3:04:33 PM,12/06/2023 11:51:53 AM,,72
293,496,1448,Uzbekistan GTL,,1973,19/06/2023 12:00:00 AM,,18043,,,,,1973,12/06/2023 3:14:45 PM,1973,12/06/2023 3:15:48 PM,12/06/2023 3:14:45 PM,,
294,498,1448,Uzbekistan GTL,172-FV-0726/0826/0926 klapanlarni ehtiyot qismlarini sotib olish.,1973,19/06/2023 12:00:00 AM,,18043,,,,,1973,12/06/2023 3:17:43 PM,1973,12/06/2023 3:19:09 PM,12/06/2023 3:17:43 PM,,
295,500,1448,Uzbekistan GTL,172-FV-0726/0826/0926 klapanlarni ehtiyot qismlarini sotib olish.,1973,12/06/2023 3:22:10 PM,,18043,,,,,1973,12/06/2023 3:22:10 PM,1973,12/06/2023 3:23:52 PM,12/06/2023 3:22:10 PM,,53
296,501,,,,1973,12/06/2023 3:24:46 PM,,10,,,,,1973,12/06/2023 3:24:46 PM,1973,12/06/2023 3:25:24 PM,12/06/2023 3:24:46 PM,,
297,502,,,,1973,12/06/2023 3:26:02 PM,,,,,,,1973,12/06/2023 3:26:02 PM,1973,12/06/2023 3:27:15 PM,12/06/2023 3:26:02 PM,,
298,506,,,,1460,12/06/2023 3:31:18 PM,,,,,,,1460,12/06/2023 3:31:18 PM,1460,12/06/2023 3:29:29 PM,12/06/2023 3:31:18 PM,,28
299,508,,,,1460,12/06/2023 3:38:35 PM,,,,,,,1460,12/06/2023 3:38:35 PM,1460,12/06/2023 3:36:58 PM,12/06/2023 3:38:35 PM,,28
300,507,1448,Uzbekistan GTL,172-FV-0726/0826/0926 klapanlarni ehtiyot qismlarini sotib olish.,1973,19/06/2023 12:00:00 AM,,18043,,,,,1973,12/06/2023 3:34:47 PM,1913,21/09/2023 3:02:42 PM,12/06/2023 3:34:47 PM,,53
301,510,,,,1460,12/06/2023 3:45:16 PM,,,,,,,1460,12/06/2023 3:45:16 PM,1460,12/06/2023 3:43:58 PM,12/06/2023 3:45:16 PM,,28
302,509,1448,Uzbekistan GTL,Unit 77 Low Head Pump (177-PC-003A/B/ C/D/F) larni uzluksiz ishlashini ta'minlash uchun ehtiyot qismlar sotib olish,1973,12/07/2023 12:00:00 AM,,18045,,,,,1973,12/06/2023 3:40:29 PM,1913,21/09/2023 3:01:31 PM,12/06/2023 3:40:29 PM,,53
303,511,1448,Uzbekistan GTL,Ishlab chiqarishdagi extiyot qismlar zaruriyat tufayli,1973,12/06/2024 12:00:00 AM,,18040,"Iltimos kamchiliklarni bartaraf eting, quyidagi harajatlar uchun belgilangan Xarajatlar turiga 2023 yil uchun belgilangan mablag'lar yetarlik emas",,,,1973,12/06/2023 4:15:03 PM,1973,10/10/2023 9:12:29 AM,12/06/2023 4:15:03 PM,,53
304,491,1448,UzGTL plant,for outstanding insulation issues in the process units ,1463,12/07/2023 2:01:45 PM,,10,,,,,1463,12/06/2023 2:01:45 PM,1913,21/09/2023 3:03:03 PM,12/06/2023 2:01:45 PM,,75
305,512,1448,Uzbekistan GTL,"Uzbekistan GTL"" MCHJ zavodining ikkinchi trainni ishga tushirish va uzliksiz elektr energiya bilan ta'minlash maqsadida",1973,20/06/2023 12:00:00 AM,,18041,,,,,1973,12/06/2023 4:48:09 PM,1913,21/09/2023 3:00:51 PM,12/06/2023 4:48:09 PM,,53
306,513,,,,1460,12/06/2023 4:55:43 PM,,,,,,,1460,12/06/2023 4:55:43 PM,1460,12/06/2023 4:53:56 PM,12/06/2023 4:55:43 PM,,28
307,516,,,,1687,13/06/2023 8:36:54 AM,,,,,,,1687,13/06/2023 8:36:54 AM,1687,13/06/2023 8:36:39 AM,13/06/2023 8:36:54 AM,,
308,517,,,,1687,13/06/2023 10:17:48 AM,,,,,,,1687,13/06/2023 10:17:48 AM,1687,13/06/2023 10:17:43 AM,13/06/2023 10:17:48 AM,,
309,518,,,,1687,13/06/2023 10:41:26 AM,,,,,,,1687,13/06/2023 10:41:26 AM,1687,13/06/2023 10:47:05 AM,13/06/2023 10:41:26 AM,,
310,519,,,,1,13/06/2023 10:41:48 AM,,,,,,,1,13/06/2023 10:41:48 AM,1,13/06/2023 11:31:26 AM,13/06/2023 10:41:48 AM,,
311,520,,,,1,13/06/2023 11:31:34 AM,,,,,,,1,13/06/2023 11:31:34 AM,1,13/06/2023 11:33:29 AM,13/06/2023 11:31:34 AM,,
312,524,1448,Uzbekistan GTL LLC,Респиратор маскали харид  қилиш,695,14/07/2023 12:07:02 AM,,,,,,,695,14/06/2023 12:07:02 AM,1913,6/09/2023 5:51:14 PM,14/06/2023 12:07:02 AM,,71
313,525,1448,Uzbekistan GTL LLC,Перчатки КЩС харид қилиш,695,14/07/2023 12:14:56 AM,,18064,,,,,695,14/06/2023 12:14:56 AM,1913,21/09/2023 2:58:44 PM,14/06/2023 12:14:56 AM,,71
314,526,1448,Uzbekistan GTL,заявка для необходимых товаров в GTL Чиноз терминал,1889,21/06/2023 1:44:38 PM,,18178,,,,,1889,14/06/2023 1:44:38 PM,1913,25/07/2023 2:49:49 PM,14/06/2023 1:44:38 PM,,39
315,527,1448,"ООО «Uzbekistan GTL» Республика Узбекистан, Кашкадарьинская область, Гулистан МФЙ, ул. Жайрон, д. 66.",Электрический вилочный погрузчик,1921,14/06/2023 3:00:31 PM,,18061,«Электрического вилочный погрузчика» должен соответствовать с требованием указанных в ПРИЛОЖЕНИИ к техническому заданию.,,,,1921,14/06/2023 3:00:31 PM,1913,25/07/2023 2:49:33 PM,14/06/2023 3:00:31 PM,,51
